geometry,comid,fdate,resolution,gnis_id,reachcode,flowdir,wbareacomi,ftype,fcode,shape_length,streamleve,streamcalc,fromnode,tonode,levelpathi,pathlength,terminalpa,arbolatesu,startflag,terminalfl,dnlevel,uplevelpat,dnlevelpat,dnminorhyd,dndraincou,frommeas,tomeas,rtndiv,vpuin,vpuout,divdasqkm,tidal,totma,wbareatype,pathtimema,hwnodesqkm,maxelevraw,minelevraw,maxelevsmo,minelevsmo,slope,elevfixed,hwtype,slopelenkm,qa_ma,va_ma,qc_ma,vc_ma,qe_ma,ve_ma,qa_01,va_01,qc_01,vc_01,qe_01,ve_01,qa_02,va_02,qc_02,vc_02,qe_02,ve_02,qa_03,va_03,qc_03,vc_03,qe_03,ve_03,qa_04,va_04,qc_04,vc_04,qe_04,ve_04,qa_05,va_05,qc_05,vc_05,qe_05,ve_05,qa_06,va_06,qc_06,vc_06,qe_06,ve_06,qa_07,va_07,qc_07,vc_07,qe_07,ve_07,qa_08,va_08,qc_08,vc_08,qe_08,ve_08,qa_09,va_09,qc_09,vc_09,qe_09,ve_09,qa_10,va_10,qc_10,vc_10,qe_10,ve_10,qa_11,va_11,qc_11,vc_11,qe_11,ve_11,qa_12,va_12,qc_12,vc_12,qe_12,ve_12,lakefract,surfarea,rareahload,rpuid,vpuid,enabled,gridcode,featureid,sourcefc,shape_length_ca,shape_area,catchment_area,ID,name,length,stream_order,drainage_area_sqkm,catchment,hydroseq,uphydroseq,dnhydroseq,divergence,do-not-merge,parent_ID,children_IDs
"LINESTRING (204160.50373576555 769618.5135193458, 204167.93984834215 769618.0133056886, 204183.87225865797 769617.0365305338, 204199.80714628816 769615.9488437555, 204215.8384185413 769614.8633336329, 204231.7733149647 769613.7757025542, 204247.7082157795 769612.6880992395, 204263.73702717607 769611.7136124248, 204279.67193659255 769610.6260647986, 204295.60685040036 769609.5385449366, 204311.54176859808 769608.4510528403, 204327.57059665312 769607.4766778843, 204343.50552345332 769606.3892414792, 204359.44045464348 769605.301832836, 204375.47177057306 769604.2166025292, 204391.40671055668 769603.1292495843, 204407.33917911808 769602.1528636786, 204423.37050807383 769601.0677173283, 204439.30546104905 769599.9804478392, 204455.24041841755 769598.893206114, 204471.2717605877 769597.8081437302, 204487.20424996968 769596.831896939, 204503.139220328 769595.7447386674, 204519.17057552343 769594.6597602451, 204535.10555467306 769593.572657672, 204551.04053821578 769592.4855828636, 204566.97304840316 769591.5094750177, 204583.00442102525 769590.4246084861, 204598.939417558 769589.3376171326, 204614.8744184787 769588.2506535448, 204630.9058043175 769587.1658709773, 204646.83833532297 769586.1899022479, 204662.77334923446 769585.1030221151, 204678.80474809458 769584.0183235073, 204694.73977079772 769582.9314990719, 204710.67479789085 769581.8447024022, 204726.70620996554 769580.7600877617, 204742.6387659865 769579.7842859052, 204758.57380606834 769578.6975726895, 204774.50885054003 769577.61088724, 204790.5402800377 769576.5263844894, 204794.01990494158 769576.160206507, 204809.8784241463 769574.1839150209, 204825.73695078192 769572.207651103, 204841.5979659043 769570.1204756916, 204857.45650758682 769568.1442669175, 204873.31505669525 769566.1680857091, 204889.26999400512 769564.1940880449, 204905.12855799205 769562.2179621379, 204920.98712940962 769560.2418637967, 204936.84570825403 769558.2657930265, 204952.7042945253 769556.2897498218, 204968.65926909936 769554.3158909947, 204984.51787024867 769552.3399030908, 205000.37647882584 769550.363942755, 205016.23509483095 769548.3880099856, 205032.09620162056 769546.3011658374, 205048.05121364875 769544.3274458584, 205063.90985215185 769542.3515959661, 205079.76849808005 769540.3757736427, 205095.62715143597 769538.399978889, 205111.48581221825 769536.4242117001, 205127.3444804293 769534.4484720771, 205143.29953716998 769532.4749186722, 205159.15822025802 769530.4992343526, 205175.01691077222 769528.5235775994, 205190.8756087125 769526.5479484161, 205206.73431408132 769524.5723467999, 205222.69189374082 769522.4879934003, 205238.55061417617 769520.5124470954, 205246.83002661396 769516.8131625059, 205261.44384206328 769510.1479901884, 205275.9612976363 769503.4806821299, 205290.572669604 769496.9264970188, 205305.09016785235 769490.2592370858, 205319.70158228613 769483.7051003677, 205334.21912320962 769477.0378885595, 205348.83306727922 769470.3728615592, 205363.3481637078 769463.8166365528, 205377.96215059017 769457.1516579849, 205392.4772893464 769450.5954810658, 205396.26355098144 769449.4594466309, 205411.69526533847 769445.0327478569, 205427.03310110836 769440.4929753222, 205442.36846424208 769436.0641675198, 205457.70384266094 769431.6353858539, 205473.135618571 769427.2087924413, 205488.47351644555 769422.6691246801, 205503.8089409456 769418.2404215948, 205519.24076307775 769413.8139072483, 205534.5787075893 769409.2743181165, 205549.9141781702 769404.8456936115, 205565.34604652884 769400.4192583326, 205580.68403767474 769395.8797478253, 205596.01955433848 769391.4512019027, 205611.35508628443 769387.022682116, 205626.7870161943 769382.5963521993, 205642.12506944174 769378.0569464683, 205657.46064747003 769373.6285052644, 205672.8926236018 769369.2022544161, 205688.23072348622 769364.662927313, 205703.5663475939 769360.234564692, 205718.99836994716 769355.8083929087, 205734.33651646329 769351.2691444342, 205749.67218665246 769346.8408603953, 205765.10425522673 769342.4147676826, 205780.43995602737 769337.9865360744, 205795.77816464563 769333.4473923792, 205811.11389619752 769329.0192130606, 205826.54602632197 769324.5932257108, 205838.25911039545 769318.3077806922, 205852.40922150912 769310.8561842198, 205866.5593558136 769303.4046108236, 205880.71200685707 769295.8421223903, 205894.86218771304 769288.3905951699, 205909.0123917585 769280.9390910282, 205923.06872922083 769273.3745050597, 205937.21897973793 769265.923046946, 205951.36925344684 769258.4716119085, 205965.52204490657 769250.9092619633, 205979.67236516287 769243.4578731025, 205993.8227086108 769236.0065073206, 206007.97307524912 769228.5551646155, 206022.12596031596 769220.992907089, 206036.2763735026 769213.5416105632, 206050.4268098795 769206.0903371142, 206064.48338057776 769198.5259805658, 206066.223295184 769198.3431352142, 206082.08278722683 769196.3690655509, 206098.03867135258 769194.3971921499, 206113.89817826654 769192.4231777913, 206129.75769260369 769190.4491910033, 206145.61971108653 769188.3642939966, 206161.47924046384 769186.3903623556, 206177.33877726545 769184.4164582845, 206193.29470627548 769182.4447514787, 206209.15425794758 769180.4709027137, 206225.01381704267 769178.4970815179, 206240.87338356063 769176.5232878916, 206256.73295750507 769174.5495218337, 206272.68892375915 769172.5779538773, 206288.54851257242 769170.6042431283, 206292.19970282455 769166.9126780371, 206303.54382847855 769155.624801317, 206314.79409526242 769144.2238327254, 206326.13827605196 769132.9359893913, 206337.38609897674 769121.6459915794, 206348.73033476932 769110.3581816031, 206360.0770974091 769098.9594508441, 206371.42138845584 769087.6716743717, 206382.66932116018 769076.3817429473, 206394.01366720596 769065.0939998319, 206405.35804081446 769053.8062734555, 206416.6085556794 769042.4054543936, 206427.9529844229 769031.1177614044, 206439.29744072407 769019.8300851522, 206450.54553797116 769008.5402532349, 206461.89254976483 768997.1416730842, 206473.23708876086 768985.8540469573, 206484.48526834647 768974.5642648102, 206486.68580667308 768971.062075581, 206495.18881126642 768957.4905565012, 206503.59545292187 768943.9168761715, 206512.09850608592 768930.3453804334, 206520.60158360488 768916.7738964082, 206529.10218421172 768903.3133611263, 206537.6053103443 768889.7419005034, 206546.01207282484 768876.168278184, 206554.51524752934 768862.5968409023, 206555.36390153933 768859.1751843514, 206559.2804908251 768843.7244389036, 206563.10320520768 768828.1605895685, 206567.02231997802 768812.5989204041, 206570.842556203 768797.1460209581, 206574.76169484126 768781.5843649548, 206578.67834368773 768766.1336522716, 206582.50111702777 768750.5698356788, 206583.02546087574 768740.1483115911, 206583.8676782211 768724.1843067172, 206584.70989712913 768708.2203070776, 206585.55211759973 768692.2563126715, 206586.3943396353 768676.2923235, 206587.2365632335 768660.3283395597, 206588.07878839542 768644.3643608564, 206588.92101512125 768628.4003873843, 206589.76574532283 768612.3254827927, 206590.60797518113 768596.3615198261, 206591.45020660455 768580.3975620933, 206592.29243959172 768564.4336095946, 206593.13467414142 768548.4696623303, 206593.9769102561 768532.5057203013, 206594.81914793342 768516.541783504, 206595.66138717442 768500.577851943, 206596.50612993032 768484.50298955, 206597.90065514826 768482.5365756901, 206606.7848090323 768469.1958644942, 206615.6689880015 768455.8551656165, 206624.55319205686 768442.514479055, 206624.48921892516 768432.5237207803, 206624.56036762762 768416.5424253559, 206624.53512219185 768400.5589608551, 206624.50987529557 768384.5755015101, 206624.4846269362 768368.5920473242, 206624.55577063237 768352.6107725318, 206624.53302176003 768336.5163929346, 206624.50776917674 768320.5329542571, 206624.48251513415 768304.5495207377, 206624.55365382103 768288.5682666124, 206628.3017102835 768284.879077492, 206639.8350805702 768273.818044248, 206651.3709808916 768262.6460925625, 206662.90440629583 768251.5850935659, 206674.4378591904 768240.5241116744, 206685.973842525 768229.3522114287, 206697.50735053443 768218.2912637881, 206707.23695879983 768214.5150937375, 206718.4204389822 768208.4884376344)",1115825,2008-06-13T04:00:00Z,Medium,1375103,12020003000662,With Digitized,120049974,ArtificialPath,55800,0.0332088311452633,1,6,630001649.0,630001652.0,630002611.0,48.456,630002611.0,14909.296,0,0,1,630002611.0,630002611.0,0.0,1,0.08398,100.0,1,0,0,26058.0528,1,-9999.0,StreamRiver,-9999.0,,-9998.0,0.0,0.0,0.0,1e-05,0, ,3.333,10502.397,-9999.0,6136.253,-9999.0,8155.942,-9999.0,23802.3,-9999.0,19664.256,-9999.0,11590.213,-9999.0,22459.401,-9999.0,17617.395,-9999.0,12421.598,-9999.0,19825.867,-9999.0,12394.354,-9999.0,13279.914,-9999.0,13540.472,-9999.0,13205.796,-9999.0,12211.358,-9999.0,9481.628,-9999.0,6227.619,-9999.0,10265.883,-9999.0,5897.946,-9999.0,7132.51,-9999.0,9611.261,-9999.0,3276.315,-9999.0,3721.922,-9999.0,7005.287,-9999.0,2320.208,-9999.0,2477.157,-9999.0,4387.282,-9999.0,2294.354,-9999.0,3372.287,-9999.0,4276.148,-9999.0,2226.347,-9998,3853.056,-9998,4622.457,-9998,4483.332,-9999.0,14952.909,-9999.0,10452.28,-9999.0,16497.243,-9999.0,13035.14,-9999.0,7896.345,-9999.0,,,,12a,12,1,1606746.0,1115825.0,NHDFlowline,0.125780176121023,0.000510003679344937,12.1644,1115825,Neches River,3.333,6,26058.0528,"POLYGON ((201881.69803766828 767598.2334431324, 201956.9495437577 767658.4944932901, 201897.22339164454 767760.2874875608, 201961.6363611643 767848.3904134007, 201988.33495614972 768024.1216422032, 201867.89469294832 768058.3156846298, 201871.65910607108 768088.8100418209, 202141.62560979425 768118.4041086035, 202214.97985000216 768225.02034896, 202400.1638637935 768307.2477228731, 202469.1007125122 768268.8143012734, 202518.29938677687 768272.5656093258, 202558.80982405468 768451.1583932971, 202575.0059993435 768495.0252408894, 202694.5002985158 768451.1630461948, 202771.13604585695 768478.8311256806, 202828.86192790855 768511.1867699819, 203089.9440468097 768618.9728981546, 203308.83580587702 768811.1834690733, 203420.3707402586 768860.8315133243, 203551.19547045848 769018.7947190234, 203664.37224234804 769176.5899535741, 203830.57386186934 769369.4201016718, 203895.00541329515 769425.0191917961, 203955.19338592314 769532.5806031737, 204134.96312684336 769604.9579018658, 204148.12966884705 769831.9025949327, 204206.28377862478 770134.2183441644, 204165.01606710764 770385.0371417181, 204235.5390727076 770448.1014946582, 204269.06585525724 770708.6924659809, 204181.59398463205 770869.6856822473, 204316.6194865978 771118.3348873124, 204359.01430009454 771300.9847832959, 204390.97917543552 771359.0843355465, 204419.11057880672 771480.9227441258, 204492.6348754605 771586.1262652521, 204566.9285215684 771652.4980922416, 204615.02278099148 771735.0460782865, 204666.3741933595 771796.9103545598, 204811.4253510389 771811.5864212022, 204847.68798193542 771487.7248095435, 204994.8900817464 771423.7535423572, 204972.61801139615 771204.1439587339, 205021.8668006987 771144.6413833309, 205148.18867965267 771216.8442132478, 205258.8330751678 771205.5597070584, 205301.91981795666 771257.5848021618, 205378.5489888328 771301.371475496, 205425.00357179777 771314.9562722459, 205410.8894983152 771179.1105697927, 205349.0320647156 770730.1802708237, 205354.67983382574 770637.402278716, 205291.62206586075 770164.2533687726, 205563.03194449603 770113.6220235851, 205522.4548865725 769846.4328959825, 206398.0800486778 769620.7125081344, 206460.95646999584 769530.6697798248, 206456.0113383181 769446.3133191508, 206517.44787442512 769377.4387522402, 206631.31515454315 769275.6720509847, 206699.10169669206 769169.0931570616, 206760.9775696151 769080.9175190747, 206800.78511339638 768782.7995476049, 206955.01721113213 768644.9886028918, 206942.2986884191 768533.4864767696, 206882.81386163362 768447.2335367898, 206864.96012194533 768434.9541483319, 206816.06034438687 768422.3067997736, 206823.76454950368 768388.6280689631, 206727.14072018952 768242.8232121466, 206715.0060591463 768195.0448388627, 206701.59308479258 768148.3476042968, 206568.30195867215 767981.7395043419, 206534.9592735854 767865.0019117914, 206504.96428911306 767864.9916750505, 206335.5692709554 767913.5626052332, 206041.64528166762 768181.6508696295, 205887.89522729052 768289.7407774716, 205650.04110582944 767977.2845970637, 205635.01171434825 767925.0033983568, 205563.96890533942 767876.0158600962, 205490.3558439063 767769.5890907107, 205455.02758202632 767745.0447372519, 205410.22684848984 767669.7874875675, 205349.73601392645 767580.1941171977, 205041.30339827947 767109.7934220224, 204822.67157676726 766815.0006805636, 204630.70146659878 766880.6337957375, 203954.97557427548 766007.3019766954, 203790.24506235844 766140.261063025, 202995.67831222495 766749.3675516102, 202738.0875954879 767017.4714990386, 202330.76620155448 767335.9945501814, 202230.28104128642 767370.180306281, 202057.46710733318 767403.992558562, 201930.27792686142 767490.2015634323, 201855.02377868202 767535.0476710598, 201855.03864002205 767565.0151209449, 201881.69803766828 767598.2334431324))",630002782.0,630002787.0,630002777.0,2,0,,[1]
"LINESTRING (203236.5527839746 769856.5826503049, 203306.54813693144 769800.5297898339, 203754.5035324705 769702.5971969588, 203838.56019400345 769660.5136364585, 204160.50373576555 769618.5135193458)",1115819,2008-06-13T04:00:00Z,Medium,1375103,12020003000682,With Digitized,120049974,ArtificialPath,55800,0.00991301553175845,1,6,630001647.0,630001649.0,630002611.0,51.789,630002611.0,14902.64,0,0,1,630002611.0,630002611.0,0.0,1,0.0,100.0,1,0,0,26045.8884,1,-9999.0,StreamRiver,-9999.0,,-9998.0,0.0,0.0,0.0,1e-05,0, ,0.967,10496.641,-9999.0,6133.507,-9999.0,8153.196,-9999.0,23787.65,-9999.0,19653.526,-9999.0,11579.482,-9999.0,22448.153,-9999.0,17609.775,-9999.0,12413.978,-9999.0,19817.201,-9999.0,12389.763,-9999.0,13275.323,-9999.0,13535.799,-9999.0,13201.697,-9999.0,12207.259,-9999.0,9477.603,-9999.0,6225.452,-9999.0,10263.715,-9999.0,5895.158,-9999.0,7129.613,-9999.0,9608.364,-9999.0,3274.483,-9999.0,3719.967,-9999.0,7003.332,-9999.0,2318.919,-9999.0,2475.84,-9999.0,4385.965,-9999.0,2292.974,-9999.0,3370.149,-9999.0,4274.01,-9999.0,2225.153,-9998,3851.035,-9998,4620.437,-9998,4476.582,-9999.0,14927.748,-9999.0,10427.119,-9999.0,16486.446,-9999.0,13027.87,-9999.0,7889.076,-9999.0,,,,12a,12,1,1606420.0,1115819.0,NHDFlowline,0.0548322161886139,0.000115674207907388,3.5028,1115819,Neches River,0.967,6,26045.8884,"POLYGON ((202622.10346710033 768846.5797343777, 202728.29492455837 768941.719100238, 202785.04357828264 769005.0201828098, 202815.03456403947 769005.0182234673, 202815.04605412667 769034.9865514359, 202845.03694405325 769034.9846899331, 202845.04833130984 769064.953035657, 202875.039125407 769064.9512719896, 202874.95156702166 769095.0284393184, 202905.03865063246 769095.0289082609, 202904.95344682655 769124.995154468, 203134.26431146552 769329.6437870453, 203219.01858350288 769538.6383855954, 203153.46404558298 769659.6108142555, 203193.09444084586 769807.4466967278, 203279.50978461103 769884.8406921007, 203294.981054741 769935.0208239467, 203202.89882276533 769874.0390992257, 203070.95731958238 769984.2166660563, 203055.0311873693 770084.9801967317, 203007.22308508356 770097.2398369192, 202982.8120809539 770132.772289598, 202917.18639347606 770157.1800222488, 202844.9885199989 770265.0223420195, 202867.25012480404 770400.4863482863, 202726.3823705372 770439.6565979949, 202694.99396012066 770624.99156131, 202863.04933102475 770886.1141121775, 202920.4850043258 770939.5552296068, 202934.99106844648 770954.9722858263, 203184.86086385287 770930.4323874252, 203221.14703685776 771028.8042095853, 203248.79126799942 771121.2127017644, 203368.31845950204 771174.3702605255, 203376.12501428594 771270.001857428, 203364.5976865462 771411.3795750382, 203419.9571596506 771475.5452533764, 203505.0314887469 771482.319390001, 203577.1731524051 771476.7079630254, 203638.80492702575 771644.5764364802, 203611.19280910105 771811.1271347189, 203551.14945097704 771918.7936869108, 203608.82113706158 771961.1457067226, 203701.13775870428 771988.8398001441, 203728.8566034809 772021.202399873, 203851.1558512151 772048.7881806684, 203878.87398489387 772081.1512706694, 204014.97550219248 772094.9496081311, 204362.7752381146 772082.8361940052, 204399.63236953694 772029.6018246025, 204454.66316692697 771991.4253986853, 204572.79517800212 771812.8012193943, 204597.20553402253 771747.19090416, 204615.02278099148 771735.0460782865, 204566.9285215684 771652.4980922416, 204492.6348754605 771586.1262652521, 204419.11057880672 771480.9227441258, 204390.97917543552 771359.0843355465, 204359.01430009454 771300.9847832959, 204316.6194865978 771118.3348873124, 204181.59398463205 770869.6856822473, 204269.06585525724 770708.6924659809, 204235.5390727076 770448.1014946582, 204165.01606710764 770385.0371417181, 204206.28377862478 770134.2183441644, 204148.12966884705 769831.9025949327, 204134.96312684336 769604.9579018658, 203955.19338592314 769532.5806031737, 203895.00541329515 769425.0191917961, 203830.57386186934 769369.4201016718, 203664.37224234804 769176.5899535741, 203551.19547045848 769018.7947190234, 203420.3707402586 768860.8315133243, 203308.83580587702 768811.1834690733, 203089.9440468097 768618.9728981546, 202828.86192790855 768511.1867699819, 202771.13604585695 768478.8311256806, 202694.5002985158 768451.1630461948, 202575.0059993435 768495.0252408894, 202622.10346710033 768846.5797343777))",630002787.0,630002792.0,630002782.0,2,0,1115825,[2]
"LINESTRING (202662.4731813943 769898.5824507922, 203026.49738453177 769884.5564873045, 203236.5527839746 769856.5826503049)",1115813,2008-06-13T04:00:00Z,Medium,1375103,12020003000676,With Digitized,120049974,ArtificialPath,55800,0.00596828060991349,1,6,630001645.0,630001647.0,630002611.0,52.756,630002611.0,14900.417,0,0,1,630002611.0,630002611.0,0.0,1,0.0,100.0,0,0,0,26042.3856,1,-9999.0,StreamRiver,-9999.0,,-9998.0,0.0,0.0,0.0,1e-05,0, ,0.576,10494.942,-9999.0,6132.696,-9999.0,8152.386,-9999.0,23783.393,-9999.0,19650.407,-9999.0,11576.363,-9999.0,22444.879,-9999.0,17607.557,-9999.0,12411.761,-9999.0,19814.658,-9999.0,12388.415,-9999.0,13273.975,-9999.0,13534.42,-9999.0,13200.488,-9999.0,12206.05,-9999.0,9476.383,-9999.0,6224.795,-9999.0,10263.059,-9999.0,5894.295,-9999.0,7128.715,-9999.0,9607.466,-9999.0,3273.927,-9999.0,3719.373,-9999.0,7002.739,-9999.0,2318.533,-9999.0,2475.446,-9999.0,4385.571,-9999.0,2292.551,-9999.0,3369.493,-9999.0,4273.354,-9999.0,2224.754,-9998,3850.361,-9998,4619.762,-9998,4474.58,-9999.0,14920.285,-9999.0,10419.656,-9999.0,16483.276,-9999.0,13025.735,-9999.0,7886.94,-9999.0,,,,12a,12,1,1606602.0,1115813.0,NHDFlowline,0.0347474814296389,2.8182066248998e-05,9.5949,1115813,Neches River,0.576,6,26042.3856,"POLYGON ((200788.8681903985 768538.8330582924, 200968.8445949257 768458.6483706571, 201069.09311065022 768342.198762881, 201241.1956444101 768418.7880712941, 201424.18704588935 768570.2064699406, 201855.03465962748 768585.0179687237, 201841.178133401 768601.1394107639, 201807.15180049394 768788.6320120618, 201813.5557184966 768870.0194021293, 201790.52132296527 769158.31475825, 201765.00111377865 769274.961272893, 201794.9911425796 769274.9559698526, 201795.00347930673 769305.0354126376, 201958.57408913743 769321.4047172326, 202051.35939748446 769438.551264076, 202153.8615283111 769674.5661748953, 202381.44857866096 769708.5615813931, 202528.57987214244 769831.3548340166, 202635.03184855243 769874.9993774445, 202635.0437882563 769904.9682334838, 202594.87504001736 769924.9466537749, 202465.12585154615 769945.0534892959, 202424.98288058484 770024.9705172685, 202365.2058356024 770055.2831474821, 202324.87633346487 770134.9746563078, 202245.02426423674 770174.9452424283, 202258.8647264546 770251.1717540639, 202296.59520360548 770633.9421474781, 202284.82042876497 770778.5325543148, 202228.80547986456 770878.8575492686, 202214.97540193537 770955.0290983181, 202184.9908375429 770955.0330486934, 202185.00407628118 770985.0025624017, 202162.69969856643 771012.7034465631, 201944.9752877649 771075.0530544425, 201918.09365095387 771148.6065598582, 202051.14847400732 771178.8466153165, 202108.82925270576 771221.2995467753, 202036.8607284596 771350.1339055038, 201808.786591617 771418.8075669889, 201780.98303123395 771451.1613160134, 201734.0175603324 771447.4626197168, 201361.1419807167 771481.2132476177, 200774.9744434028 771494.9824272558, 200880.45506678353 771929.5238496795, 200932.0784731658 772467.6725713938, 200190.47223235038 772438.1086073305, 200160.46135632758 772470.419525849, 200102.79995588385 772524.10427567, 200070.4602518392 772574.790681326, 200370.4999740495 772739.527338689, 200668.3166569819 772921.6530249085, 200882.30652015784 773022.6946074066, 201235.32402237752 773209.714489375, 201562.73219451815 773364.1054157224, 201659.48850467318 773430.5064691391, 201992.3293681429 773613.2281322817, 202079.5044393009 773519.5783559752, 202173.96454538585 773458.392197423, 202240.1254683089 773460.9634487218, 202425.71507507822 773559.1953581596, 202533.97347868726 773706.5597431376, 202528.09021428754 773850.5121351428, 202698.72103201965 773879.4862549279, 202829.57631551317 773789.5853210266, 202904.98129814494 773775.049682396, 202992.4461405073 773790.42001239, 203132.0605597072 773870.6642844231, 203243.70972288217 773777.7900001609, 203134.22218335723 773486.5294545426, 203112.620149759 773274.1459737342, 203206.20920558737 773161.4461939795, 203470.28615541753 773193.2855653251, 203540.1299635956 773277.4238500951, 203587.77631453346 773167.702723932, 203685.6894274183 773125.2575053428, 203752.97613904948 772895.4263912784, 203849.98140794094 772885.2644020512, 203910.9534657681 772891.6171659726, 203997.1712411163 772842.1438739117, 204124.4807961086 772787.1493276496, 204187.48125016535 772503.724667101, 204144.41876638297 772467.9101810671, 204087.23397276044 772209.3360110854, 204014.97550219248 772094.9496081311, 203878.87398489387 772081.1512706694, 203851.1558512151 772048.7881806684, 203728.8566034809 772021.202399873, 203701.13775870428 771988.8398001441, 203608.82113706158 771961.1457067226, 203551.14945097704 771918.7936869108, 203611.19280910105 771811.1271347189, 203638.80492702575 771644.5764364802, 203577.1731524051 771476.7079630254, 203505.0314887469 771482.319390001, 203419.9571596506 771475.5452533764, 203364.5976865462 771411.3795750382, 203376.12501428594 771270.001857428, 203368.31845950204 771174.3702605255, 203248.79126799942 771121.2127017644, 203221.14703685776 771028.8042095853, 203184.86086385287 770930.4323874252, 202934.99106844648 770954.9722858263, 202920.4850043258 770939.5552296068, 202863.04933102475 770886.1141121775, 202694.99396012066 770624.99156131, 202726.3823705372 770439.6565979949, 202867.25012480404 770400.4863482863, 202844.9885199989 770265.0223420195, 202917.18639347606 770157.1800222488, 202982.8120809539 770132.772289598, 203007.22308508356 770097.2398369192, 203055.0311873693 770084.9801967317, 203070.95731958238 769984.2166660563, 203202.89882276533 769874.0390992257, 203294.981054741 769935.0208239467, 203279.50978461103 769884.8406921007, 203193.09444084586 769807.4466967278, 203153.46404558298 769659.6108142555, 203219.01858350288 769538.6383855954, 203134.26431146552 769329.6437870453, 202904.95344682655 769124.995154468, 202905.03865063246 769095.0289082609, 202874.95156702166 769095.0284393184, 202875.039125407 769064.9512719896, 202845.04833130984 769064.953035657, 202845.03694405325 769034.9846899331, 202815.04605412667 769034.9865514359, 202815.03456403947 769005.0182234673, 202785.04357828264 769005.0201828098, 202728.29492455837 768941.719100238, 202622.10346710033 768846.5797343777, 202575.0059993435 768495.0252408894, 202558.80982405468 768451.1583932971, 202518.29938677687 768272.5656093258, 202469.1007125122 768268.8143012734, 202400.1638637935 768307.2477228731, 202214.97985000216 768225.02034896, 202141.62560979425 768118.4041086035, 201871.65910607108 768088.8100418209, 201867.89469294832 768058.3156846298, 201988.33495614972 768024.1216422032, 201961.6363611643 767848.3904134007, 201897.22339164454 767760.2874875608, 201956.9495437577 767658.4944932901, 201881.69803766828 767598.2334431324, 201855.03864002205 767565.0151209449, 201765.0334121041 767618.4161711403, 200774.53861571342 768383.0203588611, 200594.99849220316 768615.0543867989, 200680.3003090389 768599.4970831308, 200788.8681903985 768538.8330582924))",630002792.0,630002798.0,630002787.0,0,0,1115819,[3]
"LINESTRING (202046.552701555 770010.5097725058, 202074.5139998783 770010.5716687122, 202158.4804349807 769954.5962771288, 202284.50596603737 769954.603928242, 202312.5091806235 769926.5857818017, 202410.51676561157 769898.5606040276, 202662.4731813943 769898.5824507922)",1115809,2008-06-13T04:00:00Z,Medium,1375103,12020003000003,With Digitized,120049974,ArtificialPath,55800,0.00664491290620197,1,6,630001643.0,630001645.0,630002611.0,53.332,630002611.0,14894.932,0,0,1,630002611.0,630002611.0,0.0,1,0.0,74.39266,0,0,0,26032.7907,1,-9999.0,StreamRiver,-9999.0,,-9998.0,0.0,0.0,0.0,1e-05,0, ,0.648,10490.237,-9999.0,6130.451,-9999.0,8150.141,-9999.0,23771.717,-9999.0,19641.853,-9999.0,11567.809,-9999.0,22435.864,-9999.0,17601.45,-9999.0,12405.653,-9999.0,19807.686,-9999.0,12384.721,-9999.0,13270.282,-9999.0,13530.588,-9999.0,13197.126,-9999.0,12202.688,-9999.0,9472.97,-9999.0,6222.957,-9999.0,10261.221,-9999.0,5891.84,-9999.0,7126.164,-9999.0,9604.915,-9999.0,3272.352,-9999.0,3717.693,-9999.0,7001.058,-9999.0,2317.444,-9999.0,2474.334,-9999.0,4384.459,-9999.0,2291.402,-9999.0,3367.714,-9999.0,4271.575,-9999.0,2223.518,-9998,3848.271,-9998,4617.672,-9998,4469.018,-9999.0,14899.555,-9999.0,10398.926,-9999.0,16474.515,-9999.0,13019.836,-9999.0,7881.041,-9999.0,,,,12a,12,1,1605917.0,1115809.0,NHDFlowline,0.0279586789311712,2.03779461627345e-05,0.5480999999999999,1115809,Neches River,0.648,6,26032.7907,"MULTIPOLYGON (((201765.00111377865 769274.961272893, 201765.01354888518 769305.0407160436, 201795.00347930673 769305.0354126376, 201794.9911425796 769274.9559698526, 201765.00111377865 769274.961272893)), ((202048.31195127184 769642.2687852773, 201987.6477951045 769800.20753932, 202042.00764240313 769893.0880115362, 202065.0351907972 770025.0138746212, 202004.57497129778 770055.7577439975, 201936.9872857145 770191.1243346691, 202005.04495881574 770204.9456430813, 202004.96008450844 770235.0235218055, 201990.18550756876 770314.7254273532, 201929.013658778 770369.0963226561, 201827.60894315364 770612.8281474047, 201900.9537796973 770789.0422041827, 201944.9752877649 771075.0530544425, 202162.69969856643 771012.7034465631, 202185.00407628118 770985.0025624017, 202184.9908375429 770955.0330486934, 202214.97540193537 770955.0290983181, 202228.80547986456 770878.8575492686, 202284.82042876497 770778.5325543148, 202296.59520360548 770633.9421474781, 202258.8647264546 770251.1717540639, 202245.02426423674 770174.9452424283, 202324.87633346487 770134.9746563078, 202365.2058356024 770055.2831474821, 202424.98288058484 770024.9705172685, 202465.12585154615 769945.0534892959, 202594.87504001736 769924.9466537749, 202635.0437882563 769904.9682334838, 202635.03184855243 769874.9993774445, 202528.57987214244 769831.3548340166, 202381.44857866096 769708.5615813931, 202153.8615283111 769674.5661748953, 202051.35939748446 769438.551264076, 201958.57408913743 769321.4047172326, 201795.00347930673 769305.0354126376, 201826.62914404448 769344.5798772927, 202014.37303215213 769458.4912619741, 202048.31195127184 769642.2687852773)))",630002798.0,630002804.0,630002792.0,0,0,1115813,[4]
